nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment,study_duration_days
NCT05507177,Effects of Communication Training to Involve Older People in Decisions to DEPRESCRIBE Cardiometabolic Medication: a Cluster-randomized Trial in Primary Care,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,310.0,792.0
NCT03376282,"The Effect of Hyperbaric Oxygen Therapy on Kidney Function, Perfusion, Fibrosis and Proteinuria in Diabetic Patients With Diabetic Kidney Disease",TERMINATED,INTERVENTIONAL,OTHER,['NA'],1,,,7.0,792.0
NCT02513771,"A Randomized, Double-Blinded, Placebo-Controlled Trial of a Dipeptidyl Peptidase-4 Inhibitor (Sitagliptin, Januvia) for Reducing Inflammation and Immune Activation in HIV-Infected Men and Women: A Multicenter Trial of the AIDS Clinical Trials Group (ACTG)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],16,2015-09-01,,90.0,3877.0
NCT06735404,Regular and Unplanned Care Adaptive Dashboard for Cross-border Emergencies (RAPIDE): The Feasibility of a Hybrid Care Model,NOT_YET_RECRUITING,INTERVENTIONAL,OTHER,['NA'],4,2026-01-01,2027-03-01,180.0,424.0
NCT01554293,"A Randomized, Double-Blind, Placebo-Controlled Phase I Study To Determine The Safety, Tolerability, Pharmacokinetics And Pharmacodynamics Of Single Ascending Doses Of PBL 1427 In Healthy Volunteers",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE1'],1,2012-07-01,2013-09-01,48.0,427.0
NCT03722290,Evaluate the Efficacy and Safety of Metformin in Children and Adults With Fragile X Syndrome: an Open-label Study,COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,,,15.0,792.0
NCT03450200,Effectiveness of Exercises in Patient With Diabetic Peripheral Neuropathy,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,121.0,792.0
NCT02153879,Qualitative and Quantitative Characterization of HDL in T2D After Fenofibrate or Niacin Treatment in Spanish Population,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],1,2009-02-01,2013-12-01,30.0,1764.0
NCT07392281,Efficacy and Mechanisms of Macitentan for Non-Coronary Obstructive Angina,RECRUITING,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,,,40.0,792.0
NCT03993379,"A Phase 2, Open-Label, Multi-cohort Study of PD-L1 Probody Therapeutic CX-072 in Combination With Other Anticancer Therapy in Adults With Solid Tumors",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],27,,,3.0,792.0
NCT02023489,Myocardial Lipid and Glycogen Metabolism & Cardiac Function in Patients With Impaired Glucose Tolerance or Type 2 Diabetes Mellitus and Calcium Sensing Receptor Mutations - A Cross Sectional Magnetic Resonance Spectroscopy and Imaging Study,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],1,2013-07-01,2018-07-01,90.0,1826.0
NCT07429682,Evaluating Physical Activity Awareness Training in Healthy Young Adults,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,216.0,792.0
NCT02175641,Peer-Led Healthy Lifestyle Program in Supportive Housing Agencies,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2015-07-01,2019-07-01,314.0,1461.0
NCT07012096,"Efficacy of Counselling for the Prevention of Hypertension Among Slum Dwellers in Dhaka City, Bangladesh",ENROLLING_BY_INVITATION,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,1700.0,792.0
NCT00329862,Pilot Study Assessing Advantage of Adding Truncal Vagotomy to LAGB,TERMINATED,INTERVENTIONAL,PROCEDURE,['NA'],0,2006-05-01,2006-05-01,25.0,0.0
NCT05463744,"A Phase 3, Multicenter, Randomized, Parallel-Design, Open-Label Study to Evaluate the Efficacy and Safety of LY3209590 as a Weekly Basal Insulin Compared With Insulin Degludec in Participants With Type 1 Diabetes Treated With Multiple Daily Injection Therapy",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],83,,,692.0,792.0
NCT05820295,Improving How Older Adults at Risk for Cardiovascular Outcomes Are Selected for Care Coordination,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,400.0,792.0
NCT07325201,Mitigating Diabetic Ketoacidosis in People With T1D and Chronic Kidney Disease on an SGLT1&2 Inhibitor: Ketosis Risk Factor Determination and Incorporation Into an Enhanced Glucose Ketone Report,NOT_YET_RECRUITING,INTERVENTIONAL,DRUG,['PHASE2'],1,2026-06-01,2028-08-01,80.0,792.0
NCT02863393,Intentional Diaphragmatic Breathing Exercise Improves the Metabolic Profiles of Patients With Non-alcoholic Fatty Liver Disease (NAFLD),WITHDRAWN,INTERVENTIONAL,OTHER,['NA'],0,,2018-03-01,0.0,792.0
NCT06667648,Effect of Wet Cupping Versus Moderate Intensity Aerobic Exercise on Inflammatory Markers in Diabetic Patients,COMPLETED,INTERVENTIONAL,PROCEDURE,['NA'],0,,,60.0,792.0
NCT03377517,A Pilot Study of Stereotactic Radiosurgical Hypophysectomy for Intractable Pain From Bone Metastases,TERMINATED,INTERVENTIONAL,RADIATION,['NA'],1,,,5.0,792.0
NCT06320522,Characterizing the Influence of Exogenous Ketosis on Circulating and Hepatic Metabolism in a Postprandial and Postabsorptive State in Adults Free From Metabolic Disease,UNKNOWN,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,2024-05-01,12.0,792.0
NCT01200043,Metabolic Impact of Fructose Restriction in Obese Children,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2010-07-01,,54.0,5765.0
NCT06565663,Decision Making in Metoidioplasty and Phalloplasty Gender Affirming Surgery (MaPGAS),ENROLLING_BY_INVITATION,INTERVENTIONAL,BEHAVIORAL,['NA'],2,,,140.0,792.0
NCT00491465,"Randomized,Controlled,Open,Cross-Over Intervention Study for Evaluating the Role of Physical Activity in the Treatment of Children With Type 1 Diabetes.",UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2007-07-01,2009-07-01,2007.0,731.0
NCT03259789,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Bexagliflozin in Subjects With Type 2 Diabetes Mellitus Who Are Not Adequately Controlled by Metformin Alone",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],43,,,351.0,792.0
NCT04146740,Effects of Structured Exercise Regime for the Management of Gestational Diabetes Mellitus (GDM) - Bio Psychosocial Perspectives.,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,80.0,792.0
NCT01235026,Impact of the Administration of a Synbiotic on Low Grade Inflammation in Obese Subjects,UNKNOWN,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,2010-11-01,2011-01-01,44.0,61.0
NCT06686069,"Effect of Oral L-arginine 3.32 g a Day on Oxidative Stress Influencing Beta Cell Function and Insulin Resistance. A Phase 3, Randomized, Double-blind, Placebo-controlled Explorative Study in Overweight and Obese Patients With Pre-diabetes.",NOT_YET_RECRUITING,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],0,,,42.0,792.0
NCT05821322,"Evaluating the Appropriate Blood Glucose Target Before and During Moderate Intensity Aerobic Exercise in Adults With Type 1 Diabetes Using Do-it-yourself Automated Insulin Delivery (AID) Systems (the GUARDIA [GlUcose tARget DIY-AID] Trial)""",TERMINATED,INTERVENTIONAL,OTHER,['NA'],1,,,6.0,792.0
NCT02256592,Reconstitution of the Gut Microbiome to Reduce HIV-Associated Inflammation,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2014-10-01,2017-03-01,18.0,882.0
NCT02230501,Metabolic Activation With Protein-rich Formula Diet - a Randomized-controlled Trial,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,2011-02-01,,300.0,5550.0
NCT04854603,"The Effect of Dairy Products With Reduced Added Sugar Content on Blood Glucose, Satiety and Food Intake",COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,20.0,792.0
NCT03899181,Translumbosacral Neuromodulation Therapy For Fecal Incontinence: Randomized Trial,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],2,,2025-02-01,132.0,792.0
NCT07031531,"Effectiveness of an AI-Enabled Stratified Management System for Premature Coronary Artery Disease (SMART-CHD): A Prospective, Multicenter, Open-Label, Randomized Controlled Trial",RECRUITING,INTERVENTIONAL,COMBINATION_PRODUCT,['NA'],16,,,4900.0,792.0
NCT01427998,A Phase Three Clinical Intervention Trial of Olive Leaves and Their Extracts in Human Diabetic Subjects,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['PHASE3'],0,1999-08-01,2001-08-01,79.0,731.0
NCT05881837,"A Multicenter, Randomized, Double-blind, Placebo- Parallel Controlled, Phase II Study to Evaluate the Efficacy and Safety of HRS9531 Injection in Obese Subjects Without Diabetes",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],26,,,249.0,792.0
NCT00294723,Liraglutide Effect and Action in Diabetes (LEAD-3): Effect on Glycemic Control of Liraglutide Versus Glimepiride in Type 2 Diabetes,TERMINATED,INTERVENTIONAL,DRUG,['PHASE3'],117,2006-02-01,2008-11-01,746.0,1004.0
NCT04855123,"Evaluation of the Degradation of Renal Function Post Nephrectomy According to Retinal Vascularisation Parameters ""NEPHRIN""",RECRUITING,INTERVENTIONAL,OTHER,['NA'],1,,2025-03-01,42.0,792.0
NCT00982644,"NN1250-3579: A 52-week Randomised, Controlled, Open Label, Multicentre, Multinational Treat-to-target Trial Comparing the Efficacy and Safety of SIBA and Insulin Glargine, Both Injected Once Daily in Combination With Oral Anti-diabetic Drugs (OAD), in Subjects With Type 2 Diabetes Mellitus Currently Treated With OAD(s) and Qualifying for More Intensified Treatment / NN1250-3643: An Extension Trial to NN1250-3579 Comparing Safety and Efficacy of NN1250 Plus OAD(s) With Insulin Glargine Plus OAD(s) in Type 2 Diabetes (BEGIN™: Once Long)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],187,2009-09-01,2010-12-01,1030.0,456.0
NCT00945204,Evaluation of Intermediate Care Clinics for Diabetes,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2007-05-01,2011-10-01,1997.0,1614.0
NCT02009514,Glucose Control During Glucose Containing And Glucose Free Hemodialysate Evaluated By Continuous Glucose Monitoring In Type 2 Diabetic Patients,COMPLETED,INTERVENTIONAL,OTHER,['PHASE4'],0,2002-10-01,2004-03-01,10.0,517.0
NCT00669630,"The GoodNEWS (Genes, Nutrition, Exercise, Wellness, and Spiritual Growth) Trial",COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2008-09-01,2012-06-01,392.0,1369.0
NCT02078882,Abatacept For The Treatment Of Primary Biliary Cirrhosis With An Incomplete Biochemical Response To Ursodeoxycholic Acid,COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE4'],1,2014-09-01,2018-10-01,16.0,1491.0
NCT05585190,Stand Up for Your Health: a Randomized Study,RECRUITING,INTERVENTIONAL,OTHER,['NA'],1,,,198.0,792.0
NCT03925909,Effect of Chronic Eriocitrin Supplementation on the Intestinal Microbiota of Pre-diabetic and Insulin Resistant Individuals,TERMINATED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,40.0,792.0
NCT01352663,"An Open Label, Randomized Comparison of Wockhardt's Recombinant Insulin Analogue With Innovator's Glargine in Type 1 Diabetic Patients.",WITHDRAWN,INTERVENTIONAL,BIOLOGICAL,['PHASE3'],0,,,0.0,792.0
NCT00476775,Ethnic Dance and Screen Time Reduction to Prevent Weight Gain in Latina Girls,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2007-05-01,2012-08-01,233.0,1919.0
NCT02872922,Effects of Therapeutic Ultrasound on Endothelial Function of Patients With Type 2 Diabetes Mellitus: Randomized Clinical Trial,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,22.0,792.0
NCT06060886,"Open-label, Multicenter, Randomized Clinical Trial to Evaluate the Efficacy and Safety of Aripiprazole vs Paliperidone/Risperidone Using Multi-omics Data in Patients With a First Episode Psychosis",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE4'],0,,,244.0,792.0
NCT03343782,Outcomes of Expanded Autologous Bone Marrow-derived Mesenchymal Stem Cells Therapy in Type 2 Diabetes,COMPLETED,INTERVENTIONAL,COMBINATION_PRODUCT,"['PHASE1', 'PHASE2']",1,,,30.0,792.0
NCT02130284,In-Clinic Evaluation of the Predictive Low Glucose Management (PLGM) System in Adult and Pediatric Insulin Requiring Patients With Diabetes Using the Enlite 3 Sensor,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],8,2014-10-01,2015-09-01,80.0,335.0
NCT06869057,Re-Engineered Discharge for Diabetes Care Transitions: Screening and Addressing Social Determinants of Health Needs at Hospital Discharge,NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,412.0,792.0
NCT02909829,"An Open-label, Randomized, Three-way, Crossover Study to Assess the Safety and Efficacy of Closed-loop Delivery With and Without Meal Detection Module and Conventional Pump Therapy in Regulating Glucose Levels After a Missed Bolus in Adolescents With Type 1 Diabetes in Inpatient Settings",COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,12.0,792.0
NCT06203847,"A Randomized Clinical Trial of Patient Outcomes Following Out-of-Hospital Cardiac Arrest Receiving Epinephrine Versus In-together Vasopressin, Epinephrine, and Steroid. (OHCA REVIVES Trial)",RECRUITING,INTERVENTIONAL,DRUG,['NA'],1,,,1344.0,792.0
NCT00485732,"A Phase IIIb, Double-blind, Randomized, Controlled Study to Evaluate the Immunogenicity and Safety of GlaxoSmithKline Biologicals' HPV-16/18 L1 VLP AS04 Vaccine, Administered Intramuscularly in Healthy Female Subjects Aged 15 - 25 Years",COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE3'],6,,,225.0,792.0
NCT05091736,Evaluierung Der Systemgenauigkeit Des BG-709b Blood Glucose Monitoring Systems Der Firma Sejoy gemäß DIN EN ISO 15197:2015,COMPLETED,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,,120.0,792.0
NCT02738151,"A 24-week, Multicenter, Randomized, Open-Label, Parallel-group StudyComparing the Efficacy and Safety of Toujeo® and Tresiba® in Insulin-NaivePatients With Type 2 Diabetes Mellitus Not Adequately Controlled With OralAntihyperglycemic Drug(s) ± GLP-1 Receptor Agonist",COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],158,,,929.0,792.0
NCT00553280,An Open-Label Extension Safety And Efficacy Study Of Pregabalin (CI-1008) For Pain Associated With Diabetic Peripheral Neuropathy,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],27,2008-02-01,2010-01-01,123.0,700.0
NCT02123251,A Randomized Incentive-Based Diabetes Self-Management Study (Hawaii Patient Reward And Incentives to Support Empowerment Project),COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2014-05-01,2016-09-01,320.0,854.0
NCT01477034,Vitamin D and Adipose Tissue Inflammation,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,2011-11-01,2013-06-01,18.0,578.0
NCT02691273,,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2015-03-01,2017-07-01,9.0,853.0
NCT02463084,Macronutrient Effects on Alzheimer's Disease: HTN and IR (Hypertension and Insulin Resistance) (MEAL-2),COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2013-03-01,2016-06-01,60.0,1188.0
NCT06920316,Digital Diet and Exercise Intervention to Reduce Liver Fibrosis in Metabolic Dysfunction-associated Steatotic Liver Disease (MASLD): A Pilot Randomised Controlled Trial,NOT_YET_RECRUITING,INTERVENTIONAL,DEVICE,['PHASE4'],1,2025-05-01,2027-09-01,100.0,853.0
NCT06743048,Tissue Sparing Laser Assisted Penile Prosthesis Implantation,COMPLETED,INTERVENTIONAL,PROCEDURE,['NA'],1,,,7.0,792.0
NCT02365233,"A Phase IV, Open Label, Randomized Trial on the Effect of Metformin Plus Lantus Insulin, Pioglitazone, or DPP4 Inhibitor on Fatty Liver in Patients With Type II Diabetes",TERMINATED,INTERVENTIONAL,DRUG,['PHASE4'],1,,,5.0,792.0
NCT02562209,To Determine the Effect of PACER Diet (High Protein Atkin's Complete VEgetaRian Diet) in Obese Subjects,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,2012-01-01,2014-11-01,104.0,1035.0
NCT04304261,Effects of Sodium-glucose Co-transporter-2 Inhibitors on the Cognitive Function in Type 2 Diabetic Patient,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,,,100.0,792.0
NCT02755831,Randomized Controlled Trial for a Sleep Study and Targeted CPAP Therapy for Obstructive Sleep Apnea to Reduce the Incidence Adverse Pregnancy Related Outcomes,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,193.0,792.0
NCT03326232,Real-time Continuous Glucose Monitoring for the Treatment of Gestational Diabetes: a Randomized Trial,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],1,,2018-07-01,40.0,792.0
NCT01030601,Analysis of the Effect of Intravitreal Dexamethasone Injection on Diabetic Macular Edema After Cataract Surgery (IDDMECS),COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,2010-01-01,2011-01-01,48.0,365.0
NCT02475109,"A Phase 1 Open-Label, Single-Center Study to Evaluate the Safety and Tolerability of Topical Ocular PAN-90806 in Patients With Proliferative Diabetic Retinopathy (PDR)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],2,2015-08-01,2016-07-01,10.0,335.0
NCT01387425,"Efficacy And Safety Of Smoking Cessation With Varenicline Tartrate In Diabetic Smokers: A Double-Blind, Placebo-Controlled, Randomized, Trial",COMPLETED,INTERVENTIONAL,DRUG,['NA'],2,2011-06-01,,300.0,5430.0
NCT00099905,A Clinical Study to Assess the Efficacy and Safety of Three Doses of Vildagliptin in Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2004-04-01,2005-10-01,639.0,548.0
NCT00580541,,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2007-08-01,2008-12-01,20.0,488.0
NCT02790892,Creative Arts Diabetes Initiative: Group Art Therapy and Peer Support for Youth and Young Adults Transitioning From Pediatric to Adult Diabetes Care,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2016-04-01,,12.0,3664.0
NCT02967211,"A Twenty-six Week, Randomized, Open-label, 2-arm Parallel Group Real World Pragmatic Trial to Assess the Clinical and Health Outcomes Benefit of Transition to Toujeo Compared to ""Standard of Care"" Insulin in Basal Insulin Treated Patients With Uncontrolled Type 2 Diabetes Mellitus, With Six-Month Extension",COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],118,,,609.0,792.0
NCT00883038,Does a Low-Fat Vegetarian Diet Improve Insulin Resistance in Individuals With Type 2 Diabetes?,COMPLETED,INTERVENTIONAL,OTHER,['PHASE1'],1,2008-07-01,2009-03-01,70.0,243.0
NCT02471794,Personalized Health Planning in Shared Medical Appointments for Individuals With Type II,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2015-12-01,2016-09-01,33.0,275.0
NCT00260130,Study 1: Viscosity Study Study 2: Meal Timing Study Study 3:Chronic Fluid and Solid Food Intake in Lean and Overweight Individuals,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2005-02-01,2009-07-01,34.0,1611.0
NCT03302234,"A Phase 3, Randomized, Double-Blind Study of Pembrolizumab Plus Ipilimumab vs Pembrolizumab Plus Placebo in Previously Untreated, Stage IV, Metastatic Non-small Cell Lung Cancer Subjects Whose Tumors Are PD-L1 Positive (TPS ≥ 50%) (KEYNOTE-598)",COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE3'],187,,,568.0,792.0
NCT02512276,The Study of a Tele-pharmacy Intervention for Chronic Diseases to Improve Treatment Adherence (STIC2IT),COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2015-08-01,2017-10-01,4078.0,792.0
NCT02795910,Integrated Primary Care for Diabetes and Cardiovascular Disease in Less Developed Countries: Pragmatic Trial of the Practical Approach to Care Kit,UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,40577.0,792.0
NCT06318429,Evaluation of the Effect of Stretching Exercises Applied to Diabetes Patients on Physiological Parameters and Compliance to Treatment: A Randomized Controlled Study,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,60.0,792.0
NCT05039970,A Real-World Study of the Effect of a Mobile Device-based Serious Health Game on Session Attendance in the National Diabetes Prevention Program,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,550.0,792.0
NCT05810896,Improving Outpatient Comprehensive Atrial Fibrillation Care Across Central North Carolina Through Direct Primary Care and Patient Engagement,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,OTHER,['NA'],3,,2026-06-01,300.0,792.0
NCT03152552,"A Multi-center, Randomized, Double-blind, Parallel-group Dose-finding Study to Assess the Effect of 3 Doses of LIK066 Compared to Placebo or Empagliflozin in Type 2 Diabetes Mellitus Patients With Heart Failure",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],106,,,125.0,792.0
NCT06717256,Evaluation of the Effect of Nurse Coaching Program on Self-management and Skin Care Behaviors in Patients With Diabetes: a Randomized Controlled Trial.,NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,42.0,792.0
NCT00609102,,COMPLETED,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,2008-07-01,2013-09-01,44.0,1888.0
NCT00168519,Contraction Mediated Glucose Uptake as a Therapeutic Target in Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2002-10-01,2009-04-01,40.0,2374.0
NCT01044875,A Randomised Control Trial Comparing the Effectiveness of Yellow 577 nm Laser to Conventional Green 532 nm Laser for Proliferative Diabetic Retinopathy,UNKNOWN,INTERVENTIONAL,PROCEDURE,['NA'],1,2009-09-01,2011-10-01,120.0,760.0
NCT05237271,Establishing Clinical Utility Evidence to Support Coverage and Reimbursement for SomaLogic's Cardiovascular Disease in Type 2 Diabetes Test: A CPV® Randomized Controlled Trial,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,251.0,792.0
NCT02672592,Effects of IL-1 Beta on the Hypothalamic-pituitary-gonadal (HPG) Axis in Men With Obesity and Metabolic Syndrome - The TestIL Trial,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],2,2016-01-01,2017-06-01,70.0,517.0
NCT03700736,Delivering a Post-Partum Weight Loss Intervention Via Facebook vs In-Person Groups: a Feasibility Trial,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,62.0,792.0
NCT05362071,"Cardiometabolic, Functional and Psychosocial Effects of a Remotely Supervised Exercise Program in Individuals With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,33.0,792.0
NCT01868698,,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2009-01-01,2012-01-01,15.0,1095.0
NCT03188263,Morning Light Treatment at Home to Improve Glucose Metabolism in People at Increased Risk for Type 2 Diabetes,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,10.0,792.0
NCT02262832,Compassionate Use of Metreleptin in Previously-Treated Patients With Generalized Lipodystrophy,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],1,,,24.0,792.0
NCT06589141,Comparison Between Metformin and Glyburide in the Management of Gestational Diabetes: a Randomized Controlled Trial (GDM-MERGE Trial),NOT_YET_RECRUITING,INTERVENTIONAL,DRUG,['NA'],0,,,180.0,792.0
NCT02105324,The Summer Camp Study 2: Outpatient Automated Blood Glucose Control With a Bi-Hormonal Bionic Endocrine Pancreas in a Pediatric Population Ages 6-11 at the Clara Barton Diabetes Camps,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2014-06-01,2014-08-01,19.0,61.0
NCT05324930,Evaluating the Effectiveness of Collagen Matrix Dressing on Neuropathic Diabetic Foot Ulcer in T2DM Patients: a Randomised Control Trial,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,180.0,792.0
NCT00552227,The Effect of Protein Kinase C (PKC) β Specific Inhibitor on Oxidant Stress in Patient With Type 2 Diabetes Mellitus,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2002-09-01,2005-07-01,48.0,1034.0
NCT01023620,"Human Immunodeficiency Virus Acquired Lipodystrophy (HAL) Classification, Measurement, & Fat Response to a Thiazolidinedione (TZD) Challenge in Differing Adult Phenotypic Presentations",COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2009-10-01,,4.0,6038.0
NCT02709577,A Pilot Feasibility Sham Controlled Study of the GI Sleeve for the Treatment of Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DEVICE,"['PHASE1', 'PHASE2']",0,2007-01-01,2009-01-01,36.0,731.0
NCT01605773,"Repaglinide Versus Glyburide: Comparitive Effect on Postprandial Lipemia: An Open-labeled, Randomized, Parallel Group Study in Patients With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],1,,,51.0,792.0
NCT03866473,A Pilot Study Evaluating Photobiomodulation Therapy for Diabetic Macular Edema,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],20,,,135.0,792.0
NCT00432835,Double-Blind Placebo-Controlled Cross-Over Design With Wash-Out for Temporary Gastric Electrical Stimulation for Drug Refractory Gastroparesis,COMPLETED,INTERVENTIONAL,DEVICE,['PHASE3'],1,2005-08-01,2007-11-01,58.0,822.0
NCT01384539,Vitamin D and Arterial Function in Patients With Chronic Kidney Disease,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2011-07-01,2015-09-01,128.0,1523.0
NCT02140788,"A Comparison Of The Effects Of Added Metformin (Versus No Added Metformin) On Psychopathology, Lipids, And Measures of Inflammation During The Initiation Or Re-Institution Of Treatment With Clozapine In Patients With Schizophrenia Or Schizoaffective Disorder",TERMINATED,INTERVENTIONAL,DRUG,['PHASE4'],0,2011-05-01,2013-02-01,34.0,642.0
NCT02786823,Effect of Folic Acid and Vitamin B12 Supplementation on Biochemical Parameters in Subjects With Type-2 Diabetes,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,"['PHASE2', 'PHASE3']",1,,,80.0,792.0
NCT06555341,The Effect of Training Given With Three Different Models on the Skill of Nursing Students in Administering Insulin: Mix Methods,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,90.0,792.0
NCT07057518,The Effect of Emotional Freedom Technique on Psychological Health and Well-being in People With Type 2 Diabetes.,RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,2025-07-01,80.0,792.0
NCT00006162,Interventions to Reduce Diabetic Risk in Japanese Americans,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,1994-10-01,1999-04-01,67.0,1643.0
NCT05365477,Randomized Trial of Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['PHASE4'],1,,,56.0,792.0
NCT00913562,Effect of Rosuvastatin on Endothelial Function in Patients With Diabetes and Glaucoma,WITHDRAWN,INTERVENTIONAL,DRUG,['PHASE4'],1,2009-06-01,2014-11-01,0.0,1979.0
NCT03982693,Trial to Assess Chelation Therapy in Critical Limb Ischemia,RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],1,,2025-07-01,50.0,792.0
NCT03423589,Modulation of Type 1 Diabetes Susceptibility Through VSL#3 Probiotic-induced Alterations in the Intestinal Microbiota,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,30.0,792.0
NCT00485056,Pioglitazone on Cardiac Function and Large Arteries (PICCOLA),COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],1,2008-04-01,2010-04-01,24.0,730.0
